"focal_rte","scale","Breeding.Biome","excl_dir","dir_core_regional","dir_core_local","dir_diff","n_spp","hab_plot"
2050,"nesting_dir_local","Eastern Forest",0.492935630051946,0.5929405,0.492141340689184,-0.000794289362762102,56,"Eastern Forest (56)"
2050,"nesting_dir_local","Forest Generalist",0.502668873954199,0.5929405,0.492141340689184,-0.0105275332650154,31,"Forest Generalist (31)"
2050,"nesting_dir_local","Habitat Generalist",0.49894749180022,0.5929405,0.492141340689184,-0.00680615111103566,23,"Habitat Generalist (23)"
2050,"nesting_dir_local","Grassland",0.488731477781186,0.5929405,0.492141340689184,0.00340986290799783,25,"Grassland (25)"
2050,"nesting_dir_local","Introduced",0.480932009881417,0.5929405,0.492141340689184,0.0112093308077669,8,"Introduced (8)"
2052,"nesting_dir","Eastern Forest",0.616740648535305,0.6070583,0.430621679863183,-0.0096823485353047,56,"Eastern Forest (56)"
2052,"nesting_dir","Forest Generalist",0.619883751684426,0.6070583,0.430621679863183,-0.0128254516844261,31,"Forest Generalist (31)"
2052,"nesting_dir","Habitat Generalist",0.604536011767501,0.6070583,0.430621679863183,0.002522288232499,23,"Habitat Generalist (23)"
2052,"nesting_dir","Grassland",0.596794889179826,0.6070583,0.430621679863183,0.010263410820174,25,"Grassland (25)"
2052,"nesting_dir","Introduced",0.59921018241016,0.6070583,0.430621679863183,0.00784811758984016,8,"Introduced (8)"
2052,"nesting_dir","Aridlands",0.607901375732097,0.6070583,0.430621679863183,-0.000843075732096965,34,"Aridlands (34)"
2052,"nesting_dir","Wetland",0.607406213273844,0.6070583,0.430621679863183,-0.000347913273844203,6,"Wetland (6)"
2052,"nesting_dir_local","Eastern Forest",0.408107170934511,0.6070583,0.430621679863183,0.0225145089286716,56,"Eastern Forest (56)"
2052,"nesting_dir_local","Forest Generalist",0.432595712262559,0.6070583,0.430621679863183,-0.00197403239937621,31,"Forest Generalist (31)"
2052,"nesting_dir_local","Habitat Generalist",0.440499010492674,0.6070583,0.430621679863183,-0.00987733062949148,23,"Habitat Generalist (23)"
2052,"nesting_dir_local","Aridlands",0.430657456196834,0.6070583,0.430621679863183,-3.57763336510941e-05,34,"Aridlands (34)"
2052,"nesting_dir_local","Grassland",0.431310509771704,0.6070583,0.430621679863183,-0.000688829908521094,25,"Grassland (25)"
2052,"nesting_dir_local","Introduced",0.43195505719716,0.6070583,0.430621679863183,-0.00133337733397731,8,"Introduced (8)"
2053,"nesting_dir","Eastern Forest",0.612136642672569,0.6025268,0.454892751436852,-0.00960984267256881,56,"Eastern Forest (56)"
2053,"nesting_dir","Forest Generalist",0.614266911638741,0.6025268,0.454892751436852,-0.0117401116387412,31,"Forest Generalist (31)"
2053,"nesting_dir","Habitat Generalist",0.605615330026782,0.6025268,0.454892751436852,-0.00308853002678156,23,"Habitat Generalist (23)"
2053,"nesting_dir","Grassland",0.592745898118562,0.6025268,0.454892751436852,0.0097809018814381,25,"Grassland (25)"
2053,"nesting_dir","Introduced",0.590569979279593,0.6025268,0.454892751436852,0.0119568207204072,8,"Introduced (8)"
2053,"nesting_dir","Aridlands",0.603219443900805,0.6025268,0.454892751436852,-0.00069264390080459,34,"Aridlands (34)"
2053,"nesting_dir","Wetland",0.602861982886383,0.6025268,0.454892751436852,-0.000335182886383012,6,"Wetland (6)"
2053,"nesting_dir_local","Eastern Forest",0.426136919017383,0.6025268,0.454892751436852,0.0287558324194693,56,"Eastern Forest (56)"
2053,"nesting_dir_local","Habitat Generalist",0.465714449895727,0.6025268,0.454892751436852,-0.0108216984588747,23,"Habitat Generalist (23)"
2053,"nesting_dir_local","Forest Generalist",0.465377561232257,0.6025268,0.454892751436852,-0.0104848097954052,31,"Forest Generalist (31)"
2053,"nesting_dir_local","Grassland",0.450046381438998,0.6025268,0.454892751436852,0.00484636999785387,25,"Grassland (25)"
2053,"nesting_dir_local","Introduced",0.454666595867665,0.6025268,0.454892751436852,0.000226155569186648,8,"Introduced (8)"
2053,"nesting_dir_local","Aridlands",0.455873585811696,0.6025268,0.454892751436852,-0.000980834374844475,34,"Aridlands (34)"
2054,"nesting_dir","Eastern Forest",0.604027499562838,0.5973072,0.450006976119227,-0.00672029956283771,56,"Eastern Forest (56)"
2054,"nesting_dir","Habitat Generalist",0.601152493649084,0.5973072,0.450006976119227,-0.00384529364908415,23,"Habitat Generalist (23)"
2054,"nesting_dir","Forest Generalist",0.609670907428428,0.5973072,0.450006976119227,-0.0123637074284276,31,"Forest Generalist (31)"
2054,"nesting_dir","Grassland",0.584496947373529,0.5973072,0.450006976119227,0.0128102526264711,25,"Grassland (25)"
2054,"nesting_dir","Introduced",0.591105165263392,0.5973072,0.450006976119227,0.00620203473660763,8,"Introduced (8)"
2054,"nesting_dir","Aridlands",0.597690927477181,0.5973072,0.450006976119227,-0.00038372747718074,34,"Aridlands (34)"
2054,"nesting_dir","Wetland",0.597844157502589,0.5973072,0.450006976119227,-0.000536957502588975,6,"Wetland (6)"
2054,"nesting_dir_local","Eastern Forest",0.474898779911231,0.5973072,0.450006976119227,-0.0248918037920041,56,"Eastern Forest (56)"
2054,"nesting_dir_local","Habitat Generalist",0.436428794939083,0.5973072,0.450006976119227,0.0135781811801438,23,"Habitat Generalist (23)"
