"focal_rte","spp_excl_dir","Trophic.Group","excl_dir","dir_diff"
11255,0.314060006178084,"granivore",0.309700269945591,0.00435973623249347
11255,0.314060006178084,"herbivore",0.304699758873587,0.00936024730449692
11256,0.314060006178084,"omnivore",0.304041773286891,0.010018232891193
11256,0.314060006178084,"insectivore",0.309384587059271,0.00467541911881258
11256,0.314060006178084,"nectarivore",0.304415330332537,0.00964467584554735
11256,0.314060006178084,"insct/om",0.300245459436039,0.0138145467420446
11256,0.314060006178084,"granivore",0.309700269945591,0.00435973623249347
11256,0.314060006178084,"herbivore",0.304699758873587,0.00936024730449692
11270,0.313390049958221,"omnivore",0.303944295701122,0.00944575425709898
11270,0.313390049958221,"insectivore",0.305493410628731,0.00789663932948964
11270,0.313390049958221,"nectarivore",0.30366124848323,0.00972880147499067
11270,0.313390049958221,"insct/om",0.298765216821118,0.0146248331371027
11270,0.313390049958221,"granivore",0.308878272931496,0.00451177702672512
11270,0.313390049958221,"herbivore",0.303940082476018,0.0094499674822035
11609,0.299855012079169,"insectivore",0.301131986897823,-0.0012769748186543
11609,0.299855012079169,"omnivore",0.302215292992754,-0.00236028091358509
11609,0.299855012079169,"granivore",0.304703773486326,-0.00484876140715673
11609,0.299855012079169,"insct/om",0.298961798675451,0.000893213403717785
11609,0.299855012079169,"nectarivore",0.302352337562002,-0.00249732548283349
11609,0.299855012079169,"herbivore",0.302423791039334,-0.00256877896016516
11709,0.299855012079169,"insectivore",0.301131986897823,-0.0012769748186543
11709,0.299855012079169,"omnivore",0.302215292992754,-0.00236028091358509
11709,0.299855012079169,"granivore",0.304703773486326,-0.00484876140715673
11709,0.299855012079169,"insct/om",0.298961798675451,0.000893213403717785
11709,0.299855012079169,"nectarivore",0.302352337562002,-0.00249732548283349
11709,0.299855012079169,"herbivore",0.302423791039334,-0.00256877896016516
14001,0.309065290583565,"granivore",0.301424891295597,0.00764039928796828
14001,0.309065290583565,"insectivore",0.289760455424169,0.0193048351593964
14001,0.309065290583565,"nectarivore",0.303365078650046,0.00570021193351883
14001,0.309065290583565,"omnivore",0.30865632190341,0.000408968680155219
14001,0.309065290583565,"insct/om",0.300253239524098,0.00881205105946731
14006,0.309065290583565,"granivore",0.301424891295597,0.00764039928796828
14006,0.309065290583565,"insectivore",0.289760455424169,0.0193048351593964
14006,0.309065290583565,"nectarivore",0.303365078650046,0.00570021193351883
14006,0.309065290583565,"omnivore",0.30865632190341,0.000408968680155219
14006,0.309065290583565,"insct/om",0.300253239524098,0.00881205105946731
14014,0.309065290583565,"granivore",0.301424891295597,0.00764039928796828
14014,0.309065290583565,"insectivore",0.289760455424169,0.0193048351593964
14014,0.309065290583565,"nectarivore",0.303365078650046,0.00570021193351883
14014,0.309065290583565,"omnivore",0.30865632190341,0.000408968680155219
14014,0.309065290583565,"insct/om",0.300253239524098,0.00881205105946731
14166,0.449148060177185,"granivore",0.442677836522637,0.00647022365454769
14166,0.449148060177185,"insectivore",0.427269168864091,0.0218788913130941
14166,0.449148060177185,"omnivore",0.443488217743397,0.00565984243378753
14166,0.449148060177185,"insct/om",0.449122942995759,2.51171814263929e-05
14166,0.449148060177185,"nectarivore",0.443314412626532,0.00583364755065274
14166,0.449148060177185,"herbivore",0.443801674240388,0.00534638593679693
14168,0.448068673500381,"granivore",0.438648636655513,0.00942003684486831
14168,0.448068673500381,"insectivore",0.433016801782704,0.0150518717176772
14168,0.448068673500381,"omnivore",0.442780509597408,0.00528816390297265
14168,0.448068673500381,"insct/om",0.445188102608297,0.00288057089208388
14168,0.448068673500381,"nectarivore",0.441917489835727,0.00615118366465406
14168,0.448068673500381,"herbivore",0.44241356368497,0.00565510981541095
14198,0.309065290583565,"granivore",0.301424891295597,0.00764039928796828
14198,0.309065290583565,"insectivore",0.289760455424169,0.0193048351593964
14198,0.309065290583565,"nectarivore",0.303365078650046,0.00570021193351883
14198,0.309065290583565,"omnivore",0.30865632190341,0.000408968680155219
14198,0.309065290583565,"insct/om",0.300253239524098,0.00881205105946731
14199,0.437464177667877,"granivore",0.423918274470745,0.0135459031971321
14199,0.437464177667877,"insectivore",0.418769381090791,0.0186947965770858
14199,0.437464177667877,"omnivore",0.428652053731255,0.00881212393662234
14199,0.437464177667877,"insct/om",0.434398207655834,0.00306597001204317
14199,0.437464177667877,"nectarivore",0.427695000950308,0.00976917671756933
14199,0.437464177667877,"herbivore",0.428191963141347,0.00927221452652971
17001,NA,"herbivore",0.436648977357799,NA
17001,NA,"granivore",0.440311715320834,NA
17001,NA,"insectivore",0.463733498738682,NA
17001,NA,"omnivore",0.436587119520946,NA
17001,NA,"insct/om",0.4334798060452,NA
17001,NA,"nectarivore",0.435860465163385,NA
17003,0.411488620267154,"granivore",0.400399817319565,0.0110888029475893
17003,0.411488620267154,"insectivore",0.349004262825991,0.0624843574411631
17003,0.411488620267154,"nectarivore",0.386070775936845,0.0254178443303086
17003,0.411488620267154,"omnivore",0.393673967073159,0.0178146531939946
17003,0.411488620267154,"insct/om",0.388229183357728,0.0232594369094259
17003,0.411488620267154,"herbivore",0.386611398829063,0.0248772214380908
17004,0.412768525837513,"granivore",0.401130958878948,0.0116375669585647
17004,0.412768525837513,"insectivore",0.354398240940606,0.0583702848969075
17004,0.412768525837513,"nectarivore",0.385959059046833,0.0268094667906805
17004,0.412768525837513,"omnivore",0.392994894951384,0.0197736308861289
17004,0.412768525837513,"insct/om",0.384540318756475,0.0282282070810375
17004,0.412768525837513,"herbivore",0.387117037417779,0.0256514884197335
17009,0.406626183169915,"granivore",0.392696562921122,0.0139296202487926
17009,0.406626183169915,"insectivore",0.3424459751759,0.0641802079940146
